,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
498,"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) GA401IHR-HZ070TS Gaming Laptop  (14 inch, Grey, 1.6 Kg, With MS Office)",,"?76,990","Laptop, Power Adaptor, User Guide, Sleeve",ROG Zephyrus G14,Grey,Gaming Laptop,"Gaming, Processing & Multitasking",180 W AC Adapter,4,Yes,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,4th Gen,Yes,1 TB,8 GB,DDR4,2.9 GHz with Max boost up to 4.2 GHz,,8,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,"1x USB 3.2 (Gen 2) Type-C, 2x USB 3.2 (Gen 1) Type-A, 1x Type C USB 3.2 (Gen 2 with Power Delivery, Display Port and G-Sync)",1 x HDMI Port (v2.0),No,35.56 cm (14 inch),1980 x 1080 pixel,14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 120Hz IPS-level,Built in Dual Speakers,Built-in array microphone,2x 2.5W speaker with Smart Amp Technology,Wi-Fi 6(802.11ax),v5.0,324 x 220 x 17.9,1.6 Kg,Yes,Backlit Chiclet Keyboard,Yes,76 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,4 Hrs,NA,1,3200 MHz,No,,,No,Sleeve,NVMe PCIe,,64,144 Hz,,,,,No,,
499,"ASUS ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) GA401QH-HZ077TS Gaming Laptop  (14 inch, White, 1.6 kg, With MS Office)",,"?86,990","Laptop, Charger, Manual, Sleeve",ROG Zephyrus 14,White,Gaming Laptop,"Gaming, Performance, Processing & Multitasking, Travel & Business",180W AC Adapter,"76WHrs, 4S1P, 4-cell Li-ion",Yes,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,5th Gen,Yes,1 TB,8 GB,DDR4,"3.0 GHz (16M Cache, up to 4.3 GHz)",,16MB,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,"1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC",1x HDMI 2.0b,No,35.56 cm (14 inch),1920 x 1080 pixel,14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Adaptive-Sync Pantone Validated,2x 0.7W tweeter 2x 2.5W speaker with Smart Amp Technology,AI mic noise-canceling Built-in array microphone,Smart Amp Technology Audio by Dolby Atmos,Wi-Fi 6(802.11ax,Dual band,32.4 x 22.2 x 1.79 ~ 1.79 cm,1.6 kg,Yes,Backlit Chiclet Keyboard,Yes,,1 Year Warranty by Asus,Onsite,Manufacturing Defects,Physical Damage,1 Year,,Upto 12 Hrs,,,3200 MHz,,,,No,Sleeve,Pcie nVME,No,64 Bit,144 Hz,,,No,,No,,
500,"Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 14IGL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 Kg)",,"?30,699","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",IdeaPad 3,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,45 W Round Tip Adapter,,No,,,Intel,Celeron Dual Core,,Yes,256 GB,4 GB,DDR4,Upto 2.8 GHz,,,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4b,No,35.56 cm (14 inch),1366 x 768 Pixel,,Built-In Stereo speakers,Built-in Dual Array Microphone,"1.5W x 2, Dolby Audio","11ac, 2x2",v5.0,327.1 x 241 x 19.9 mm,1.5 Kg,No,"Non-backlit, English",No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p with Privacy Shutter,Upto 14 hours,Intel SoC Platform,No,,,,,,,M.2 2242 PCIe 3.0 x 2 NVMe,,64 bit,,,1 x Card Reader,,,,,Firmware TPM 2.0
501,"Lenovo Celeron Dual Core - (4 GB/1 TB HDD/DOS) V15-IGL Laptop  (15.6 inch, Grey, 1.85 kg)",3.1,"?29,999","Laptop, Power Adapter, User Guide, Warranty Documents",,Grey,Laptop,Everyday Use,,,No,,,Intel,Celeron Dual Core,,No,,4 GB,DDR4,,,,Intel Integrated Intel Integrated UHD,,,DOS,,,No,39.62 cm (15.6 inch),1920 X 1080 pixel,,,,,,V5.0,,1.85 kg,,,,,1 Year Onsite Warranty,Carry in,Manufacturing Defects,Physical Damage,,,4 HOURS,,,,,,,,,,,,,,,,1 TB,,,
502,"MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Pulse GL66 11UGK-431IN Gaming Laptop  (15.6 Inch, Gray, 2.25 kg)",4.3,"?1,19,990","Laptop, battery, power adapter, user guide",Pulse GL66,Gray,Gaming Laptop,Processing & Multitasking,,,No,GDDR6,8 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,Max Frequency Up to 4.6GHz,,,NVIDIA GeForce RTX 3070,,64 bit,Windows 10 Home,"1 x Type-C USB3.2 Gen.1, 2 x Type-A USB3.2 Gen.1, 1 x Type-A USB2.0",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,QHD 165Hz DCI-P3 100%,2 x 2W,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2 x 2 ax),v5.1,359 x 259 x 23.95 mm,2.25 kg,No,RGB Gaming Keyboard,Yes,90Whr,2 Year Warranty Term,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,HD type (30fps 720p),,,,,,,,,,,,,,,,,,,,
503,"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",3.7,"?40,990","Laptop, battery, adapter, cables and user manuals",Inspiron,Carbon,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Core i3,10th Gen,No,,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,16GB,4M,Intel Integrated UHD,2,64 bit,Windows 10,"2 x USB 3.2 Gen 1, 1 x USB2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD Anti Glare,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,236 x 386 x 19 mm,1.85 kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,,McAfee,"SD Media Card Reader (SD, SDHC, SDXC)",,1 TB,,,
504,"MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) Katana GF66 11UD-876IN Gaming Laptop  (15.6 Inch, Black, 2.25 kg)",4.5,"?72,990","Laptop, battery, power adapter, user guide",Katana GF66,Black,Gaming Laptop,Processing & Multitasking,,,No,GDDR6,4 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,Max Frequency Up to 4.5 GHz,,,NVIDIA GeForce RTX 3050Ti,,64 bit,Windows 10 Home,"1 x Type-C USB3.2 Gen.1, 2 x Type-A USB3.2 Gen.1, 1 x Type-A USB2.0",1 x HDMI 2.0,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",2 x 2W,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2 x 2 ax),v5.1,359 x 259 x 24.9 mm,2.25 kg,No,Single backlight KB(Red),Yes,53.5Whr,2 Year Warranty Term,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,HD type (30fps 720p),,,,,,,,,,,,,,,,,,,,
505,"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Yoga 6 Thin and Light Laptop  (13.3 inch, Abyss_blue, 1.31 kg, With MS Office)",,"?74,798","Laptop, Power Adaptor, User Guide, Warranty Documents",Yoga 6,Abyss_blue,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,4 cell,Yes,GDDR5,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,LPDDR4X,2.10 GHz with Turbo Boost Upto 4.0 GHz,Upto 32 GB,12 MB,Intel Integrated Integrated AMD Radeon Graphics,4,64 bit,Windows 11 Home,"1 x USB 3.2 Type C (2nd Gen) / Thunderbolt 3 (with the Function of Power Delivery 3.0, Display Port 1.4b and Data Transfer), 1 x USB Type C (with the Function of Power Delivery 3.0 Only), 2 x USB 3.2 Type A (1st Gen)",1 x HDMI Port (v2.0),Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD LED Backlit Glossy IPS Display (300 nits Brightness, 16:9 Aspect Ratio, 100% sRGB)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 2 W Stereo Speakers with Dolby Atmos,WIFI 2x2 AC,v5.0,320.6 x 208.18 x 15.1 mm,1.31 kg,,English Backlit Keyboard,Yes,50 WHr Li-ion Battery,3 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,3 Year,"ToF, IR and HD 720P Webcam (with Fixed Focus)",Upto 14 hours,,,3200 MHz,,,,No,,,,64 bit,,,Micro SD Card Reader,,,,,TPM
506,"Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 G2 ITL Thin and Light Laptop  (15.6 inch, Iron Grey)",,"?43,990","Laptop , Adapter & User Manuals",V15,Iron Grey,Thin and Light Laptop,Processing & Multitasking,,,No,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,"3.0 GHz base clock speed, up to 4.10 GHz max boost clock",Up to 12GB (4GB soldered + 8GB SO-DIMM) DDR4-3200 offering,,Intel Integrated UHD,,64 bit,Windows 10 Home,"1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only), 1x USB 2.0",1x HDMI 1.4b,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,1.5W x 2 Dolby Audio Speakers,,,11ac 2x2,5,,,No,Spill Resistant Keyboard,No,,1 Year,Onsite,Manufacturing Defect,Physical Damage,1 Year,720p,Upto 5.5 Hr as per MobileMark 2014,Intel SoC Platform,"One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable",,,,,No,,,No,,,,,,,,,
507,"APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A  (14.2 inch, Space Grey?, 1.6 kg)",4.8,"?2,25,990","14 inch MacBook Pro, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2 m)",2021 Macbook Pro,Space Grey?,Thin and Light Laptop,Processing & Multitasking,96W USB-C Power Adapter,,No,,,Apple,M1 Pro,,Yes,1 TB,16 GB,Unified Memory,,,,NA,10,,Mac OS Monterey,3 x Thunderbolt 4 (USB-C) ports,1 HDMI Port,No,36.07 cm (14.2 inch),3024 x 1964 Pixel,"Liquid Retina XDR display, Native resolution at 254 pixels per inch, Up to 1,000 nits sustained (full-screen) brightness, 1,600 nits peak brightness, 10,00,000:1 contrast ratio",Built-in Speakers,Studio quality three-mic array with high signal-to-noise ratio and directional beamforming,"High-fidelity six-speaker sound system with force-cancelling woofers, Wide stereo sound, Support for spatial audio when playing music or video with Dolby Atmos on built-in speakers",Wi-Fi 6(802.11ax),v5.0,312.6 x 221.2 x 15.5 mm,1.6 kg,,Backlit Magic Keyboard,Yes,70 watt-hour lithium-polymer battery,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,1080p FaceTime HD camera,Upto 17 Hrs,Apple M1 Pro chip,,,,,,,,,,,,,,,,,,
508,"Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6) 81Y40183IN Gaming Laptop  (15.6 inch, Onyx Black)",,"?62,990","LAPTOP, ADAPTER, USER MANUAL",,Onyx Black,Gaming Laptop,Gaming,,,No,GDDR6,4 GB,Intel,Core i5,10th Gen,No,,8 GB,DDR4,,,,NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6,,,Windows 10 Home,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,,YES,,,,,,,ONE YEAR,ONSITE,MANUFACTURER DEFECT,PHYSICAL DAMAGE,,,UPTO 8 HOURS,,,,,,,,,,,,,,,,1 TB,,,
509,"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) G513IH-HN081T Gaming Laptop  (15.6 inch, Electro Punk, 2.10 kg)",,"?75,990","Laptop, battery, adapter, cables and user manuals",ROG Strix G15,Electro Punk,Gaming Laptop,Gaming,150W AC Adapter,4 Cell,No,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR4,2.9 GHz Upto Max Turbo Frequency at 4.2 GHz,32GB,8M,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,"1 x USB 3.2 Gen 2 Type-C Support DisplayPort, 3 x USB 3.2 Gen 1 Type-A",1x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD (144 Hz, IPS anti-glare, Brightness: 250 nits, Color Gamut: 45% NTSC, SRGB 62.5%,Adobe 47.34%)",Built-in Dual Speakers,Built-in array microphones,"2 x 1.5W speaker, AI Noise-Canceling Technology, Dolby Atmos",Wi-Fi 6(802.11ax),v5.1,354 x 259 x 20.6 mm,2.10 kg,No,Backlit Chiclet Keyboard 4-Zone RGB,Yes,56WHrs Li-ion,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,2,,,,,,,,,64,,,,,,,,
510,"acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) AN515-45/ AN515-45-R3FB Gaming Laptop  (15.6 inch, Shale Black, 2.4 kg)",4.5,"?80,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Nitro 5,Shale Black,Gaming Laptop,Gaming,180W,4,No,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,,Yes,256 GB,16 GB,DDR4,"Base Clock 3.2 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",,,NVIDIA GeForce RTX 3050 Ti,,64 bit,Windows 10 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB Type-C port (USB 3.2 Gen 2), 1 x USB 3.2 Gen 2 port with power-off charging",1 x HDMI,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, supporting 144 Hz refresh rate",Built-in Stereo Speakers,Built-in Dual Microphone,DTS X:Ultra Audio,802.11a/b/g/n/acR2+ax,v5.1,363.4 x 255 x 23.9 mm,2.4 kg,No,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,57.5 Wh 4-cell Li-ion?battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,720P HD Camera,,,,,Yes,,,,,,,,,,,,1 TB,,,
511,"HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)",,"?1,28,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Spectre x360 14 Intel EVO,Nightfall Black,2 in 1 Laptop,Processing & Multitasking,,4 Cell,No,,,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,LPDDR4X,4.7 GHz Max Turbo Frequency,32,12,NA,4,64 bit,Windows 10 Home,"2 x Thunderbolt 4 with USB4 Type-C 40Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 10Gbps Signaling Rate (HP Sleep and Charge)",,Yes,34.29 cm (13.5 inch),1920 x 1280 Pixels,"WUXGA+ Multitouch-enabled IPS Edge-to-edge Glass Micro-edge Anti-reflection Corning Gorilla Glass NBT Display (Brightness: 1000 nits, 171 ppi, Color Gamut: 100% sRGB, Screen to Body Ratio: 90.33%)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,"Audio by Bang & Olufsen, HP Audio Boost",Intel Wi-Fi 6 AX201 (2x2),v5.0,298 x 220.1 x 16,1.34 Kg,Yes,"Full-size, Backlit, Nightfall Black Keyboard",Yes,"Stop Visual Hacking, Mute Mic, See More Scroll Less, 3:2 Screen Aspect Ratio, HP Quickdrop, Adaptive Color, Intelligently Adapts To You, Alexa Built-in, HP Rechargeable MPP2.0 Tilt Pen, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD IR Webcam with Camera Shutter,,NA,,3733 MHz,,,,,,PCIe NVMe,,64,,,1 x MicroSD Media Card Reader (Support SD/SDHC/SDxC),,,,,
512,"HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dy0002TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)",4.4,"?59,990","Laptop, Power Adapter, User Guide, Warranty Documents",Pavilion x360,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,,8 MB,Intel Integrated UHD,,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 2.0,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS, multitouch-enabled edge-to-edge glass, micro-edge, anti-glare, Brightness: 250 nits, 157 ppi, Color Gamut: 45% NTSC)",Built-in Dual Speakers,Built-in dual array digital microphones,"Audio by B&O, Dual speakers",Intel Wi-Fi CERTIFIED 6 AX201 (2x2),v5.0,322 x 209 x 19.1 mm,1.52 kg,Yes,"Full-size, backlit, natural silver keyboard",Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP True Vision 720p HD camera,,,,,,,,,,,,,,,,,,,,
513,"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 14-ec0033AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",4.4,"?59,890","Laptop, battery, adapter, cables and user manuals",Pavilion,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,16 GB,DDR4,Max Turbo Boost Frequency Up to 4.0 GHz,,8M,AMD Radeon AMD,,64 bit,Windows 10 Home,"1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 2.0,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS, micro-edge, anti-glare Brightness: 250 nits, 157 ppi Color Gamut: 45%NTSC)",Built-in Dual Speakers,Integrated dual array digital microphones,Audio by B&O,Realtek Wi-Fi 6 (2x2),v5.2,325 x 216 x 17 mm,1.41 kg,Yes,"Full-size, backlit, Natural Silver keyboard",Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HP Wide Vision 720p HD camera,,,,,,,,,,,,,,,,,,,,
514,"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15IIL05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)",,"?43,900","Laptop, battery, adapter, cables and user manuals",IdeaPad 3,Platinum Grey,Laptop,Processing & Multitasking,65W Round Tip,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,,,Intel Integrated UHD,,64 bit,Windows 10 Home,"1 x USB-C 3.2 Gen 1, 2 x USB 3.2 Gen 1",1 x HDMI 1.4 b,No,39.62 cm (15.6 inch),1366 x 768 Pixel,HD TN 220nits Anti-glare,Built-in Stereo Speakers,Built-in array microphone,2 x 1.5W Stereo Speakers with Dolby Audio,"11ac, 2x2",v5.0,362.2 x 253.4 x 19.9 mm,1.85 kg,No,"Non-backlit, English",Yes,45Wh,2 Years Warranty,Carry-in,Manufacturing Defects,Physical Damage,1 Year,720p with Privacy Shutter,Upto 9.3 hours,,,,,,,,,,,64 bit,,,,,,,,
515,"ASUS Ryzen 7 Octa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX1650- 4GB) G513IH-HN081T Gaming Laptop  (15.6 inch, Electro Punk)",,"?74,990","Laptop, Power Adaptor, User Guide",,Electro Punk,Gaming Laptop,Everyday Use,,,No,DDR5,4 GB,AMD,Ryzen 7 Octa Core,4th Gen,Yes,512 GB,8 GB,DDR4,,,,NVIDIA GeForce GTX GTX1650- 4GB,,,Windows 10,,,No,39.62 cm (15.6 inch),720 * 1080 FHD pixel,,,,,,5.1,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Type Of Damages,,,4hr to 6hr,,,,,,,,,,,,,,,,,,,
516,"acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) EX215-54 Thin and Light Laptop  (15.6 inch, Charcoal Black)",4.3,"?37,490","Laptop, Power Adapter, User Guide, Warranty Documents",Extensa 15,Charcoal Black,Thin and Light Laptop,Processing & Multitasking,,,No,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,"3.00 GHz, Max Turbo Boost Frequency Up to 4.10 GHz",,,Intel Integrated UHD,,64 bit,Windows 10 Home,"2 x USB 3.2 Gen 1ports, 1 x USB 2.0 port",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD High-Brightness Acer ComfyView LED-backlit TFT LCD,Two built-in stereo speakers,Built-in digital Microphone,,802.11a/b/g/n/ac wireless LAN,v5.0,,,,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",No,,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,HD webcam,,,,,,,,,,,,,,,,,,,,
517,"Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WD010TIN Laptop  (12 inch, Blue, With MS Office)",,"?38,700","Laptop, Power Adaptor, User Guide",,Blue,Laptop,Everyday Use,,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,4 GB,DDR4,,,,Intel Integrated,,,Windows 10 Home,,,No,30.48 cm (12 inch),1920 X 1080$$Pixels pixel,,,,,,yes,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1 hr,,,,,,,,,,,,,,,,,,,
518,"acer Aspire Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)",4.2,"?31,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Aspire,Pure Silver,Laptop,"Everyday Use, Processing & Multitasking",45 W AC Adapter,2 cell,No,,,AMD,Athlon Dual Core,,Yes,256 GB,4 GB,DDR4,"2.30 GHz, Max Turbo Boost Frequency Up to 3.20 GHz",,,AMD Radeon AMD,,64 bit,Windows 10 Home,"2 x USB 3.2 Gen 1ports, 1 x USB 2.0 port",1 x HDMI Port,No,39.62 cm (15.6 inch),1366 x 768 Pixel,"HD, high-brightness Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,Built-in Dual Microphone,Two built-in stereo speakers,802.11a/b/g/n/ac,v4.2,363.4 x 250.5 x 19.9 mm,1.9 kg,,"100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support",No,"Narrow bezel, Precision Touchpad",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,Yes,Upto 11 hours,,,,,,,,,,,,,,,,,,,
519,"Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN Laptop  (15.6 inch, Platinum Grey, With MS Office)",5,"?40,990","Laptop, Power Adaptor, User Guide",,Platinum Grey,Laptop,Everyday Use,,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,4 GB,DDR4,,,,Intel Integrated,,,Windows 10 Home,,,No,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,,,,,,YES,,,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,3HRS,,,,,,,,,,,,,,,,,,,
520,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Accent Black, 1.85 kg, With MS Office)",3.9,"?42,590","Laptop, battery, adapter, cables and user manuals",Inspiron,Accent Black,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1.2 GHz upto max turbo frequency at 3.4 Ghz,16GB,4M,Intel Integrated UHD,2,64 bit,Windows 10,"2 x USB 3.2 Gen 1, 1 x USB2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD Anti Glare,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,236 x 358 x 20 mm,1.85 kg,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 8 hours,,2,2666 MHz,No,,,,,M.2 SATA,,,,McAfee,"SD Media Card Reader (SD, SDHC, SDXC)",,,,,
521,"DELL Insprion 3511 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560567WIN9B Laptop  (15.6 inch, Carbon Black, With MS Office)",3.8,"?42,900","Laptop, Power Adaptor, User Guide, Warranty Documents",Insprion 3511,Carbon Black,Laptop,Everyday Use,,,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,,,,Intel Integrated Intel,,,Windows 10 Home,,,No,39.62 cm (15.6 inch),1920X1080 pixel,,,,,,YES,,,,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,,HD,3 HRS,,,,,,,,,,,,,,,,1 TB,,,
